      35       8    2129       8       0       0
      19       3     205       8       0       0
      61      11    2055       8       1       0
      48      12    1126       8       1       0
      48       7    1211      24       1       1
      27       4    1671       3       0       1
      57      15    2854      22       1       0
      21       4     390      35       0       0
