    17.4    13.9
    16.2    14.1
    15.5    11.8
    15.4     9.6
    18.3    16.6
    17.3    14.4
    15.8    16.2
    15.2    14.6
    14.4    11.7
    12.8    12.2
    15.8    16.2
    14.7    13.1
    18.2    11.5
    18.1    17.1
    17.2    15.5
    18.9    16.3
    15.4    14.9
    14.4     9.8
    14.3    13.6
    18.9    15.4
    17.0    12.3
    15.8     9.1
    15.5    12.3
    15.4    11.1
    14.9     9.9
    10.4     7.4
